"vendor_cn_date","debit_note_number","key","billed_quantity","month","vendor_name"
2024-11-20,DN201006618,"404_5097_AI121221",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-20,DN201006616,"404_6522_082L112",4,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-20,DN201006617,"404_7246_K2102426",3,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-20,DN201006616,"404_7663_C2WBM22",3,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-20,DN201006618,"404_8068_PLMT2123",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-20,DN201006618,"404_8557_SPL221846",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-20,DN201006618,"404_8843_K2202498",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-20,DN201006618,"404_9272_B3HSV016",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-20,DN201006149,"417_5832_A01812401",1,Nov-2024,VPD MEDI INDIA PRIVATE LIMITED
2024-11-21,DN201006153,"371_10506_SGWL0053",3,Nov-2024,K.CHIMANLAL  CO
2024-11-21,DN201006530,"399_11540_GKD1907A",2,Nov-2024,SHAH KOTHARI BROS
2024-11-21,DN201006530,"399_11768_OBK5J074",9,Nov-2024,SHAH KOTHARI BROS
2024-11-21,DN201006530,"399_11777_CPU4K001",2,Nov-2024,SHAH KOTHARI BROS
2024-11-21,DN201006530,"399_12754_GKD2129A",3,Nov-2024,SHAH KOTHARI BROS
2024-11-21,DN201006530,"399_12754_GKD2130A",2,Nov-2024,SHAH KOTHARI BROS
2024-11-21,DN201006530,"399_12795_BA23349",9,Nov-2024,SHAH KOTHARI BROS
2024-11-21,DN201006530,"399_526_I204790",1,Nov-2024,SHAH KOTHARI BROS
2024-11-21,DN201006530,"399_563_SA13437",3,Nov-2024,SHAH KOTHARI BROS
2024-11-21,DN201006530,"399_639_N2103387",1,Nov-2024,SHAH KOTHARI BROS
2024-11-21,DN201006530,"399_833_G2BP221067",10,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006163,"322_11303_SIF1510A",1,Nov-2024,AHMEDABAD MEDICAL CORPORATION
2024-11-22,DN201006165,"322_19919_GTF2880A",1,Nov-2024,AHMEDABAD MEDICAL CORPORATION
2024-11-22,DN201006164,"370_16966_EGMS4002",1,Nov-2024,K B SHAH AND CO
2024-11-22,DN201006161,"370_3859_AD4056",6,Nov-2024,K B SHAH AND CO
2024-11-22,DN201006168,"371_10506_SGWL0053",3,Nov-2024,K.CHIMANLAL  CO
2024-11-22,DN201006169,"386_11726_RT010223",6,Nov-2024,PARAS DISTRIBUTORS
2024-11-22,DN201006533,"399_10637_CPA7J001",4,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006532,"399_13182_TDTY22066",1,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006532,"399_1321_2330098N",2,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006532,"399_13492_BA31430",3,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006531,"399_13670_2DC1H003",5,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006531,"399_13671_2DD1H006",2,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006531,"399_13672_2DD8H011",5,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006531,"399_13675_2DD7J010",4,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006531,"399_13708_BEY1148",4,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006531,"399_14362_N2103433",1,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006531,"399_14776_SB20645",1,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006531,"399_14779_SB20652",1,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006531,"399_14840_GT3279",27,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006531,"399_1497_K2102431",6,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006532,"399_15189_ZVD23042",1,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006534,"399_16252_2LB7J007",1,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006532,"399_1632_2HV7J020",1,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006532,"399_1698_GTD2688A",3,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006532,"399_1900_D12W089",6,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006532,"399_1900_D12W095",4,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006531,"399_2767_SXD2357A",2,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006531,"399_2939_EY2417033",1,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006534,"399_3566_N2203615",6,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006532,"399_3610_V221098",1,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006534,"399_3709_18220782",1,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006534,"399_3873_SGVC0118",7,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006531,"399_4113_GTD2506A",4,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006534,"399_4278_18211157",2,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006534,"399_4993_N2103402",1,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006532,"399_5077_TT23065",3,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006532,"399_5077_TT23066",4,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006532,"399_5089_TT23064",2,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006524,"399_5861_56001564",1,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006534,"399_5863_M221514",1,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006534,"399_5889_56001183",3,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006534,"399_5889_56001245",8,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006533,"399_6917_2BP5J009",2,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006533,"399_7175_SB11610",1,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006533,"399_7488_8FY8H016",4,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006533,"399_7568_LGR060C",4,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006533,"399_7991_22S2GTD016",2,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006533,"399_8413_SIC3289A",2,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006533,"399_8701_A00292209",2,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006532,"399_924_SA13468",1,Nov-2024,SHAH KOTHARI BROS
2024-11-22,DN201006160,"400_437_V2300273",1,Nov-2024,SHAH MEDICAL STORE
2024-11-22,DN201006162,"407_19952_AM224025",1,Nov-2024,SHRIJI PHARMA
2024-11-23,DN201006171,"322_17553_GKF1286A",2,Nov-2024,AHMEDABAD MEDICAL CORPORATION
2024-11-23,DN201006403,"346_450_SA22962",12,Nov-2024,ANGI AGENCY NEW
2024-11-23,DN201006405,"346_450_SA22962",1,Nov-2024,ANGI AGENCY NEW
2024-11-23,DN201006403,"346_450_SA23119",17,Nov-2024,ANGI AGENCY NEW
2024-11-23,DN201006402,"346_7125_BA22174",4,Nov-2024,ANGI AGENCY NEW
2024-11-23,DN201006404,"346_7125_BA23247",12,Nov-2024,ANGI AGENCY NEW
2024-11-23,DN201006403,"346_7125_BA23247",11,Nov-2024,ANGI AGENCY NEW
2024-11-23,DN201006403,"346_7127_SN21917",3,Nov-2024,ANGI AGENCY NEW
2024-11-23,DN201006404,"346_7128_BA23132",7,Nov-2024,ANGI AGENCY NEW
2024-11-23,DN201006176,"357_7912_MEPR2402",2,Nov-2024,DHRUVI HEALTHCARE PVT LTD
2024-11-23,DN201006175,"358_1695_4C80245",1,Nov-2024,B K DISTRIBUTORS
2024-11-23,DN201006173,"370_20173_RRM2401",1,Nov-2024,K B SHAH AND CO
2024-11-23,DN201006172,"370_20173_RRM2402",1,Nov-2024,K B SHAH AND CO
2024-11-23,DN201006172,"370_23258_MT241577",10,Nov-2024,K B SHAH AND CO
2024-11-23,DN301006912,"371_10682_C23E076A",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006910,"371_10981_MPF232187",3,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006908,"371_11057_U202257",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006909,"371_11366_JKL011007A",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006910,"371_11366_JKL011007A",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006913,"371_11366_JKL011007A",2,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006910,"371_11663_23S2GCA384",2,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006910,"371_11794_KRE2209A",2,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006908,"371_11936_STL043B",2,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006908,"371_12306_MPL224739",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006908,"371_13191_PCTE22118",3,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006910,"371_13191_PCTE22120",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006909,"371_13191_PCTE22120",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006908,"371_13595_O732",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006913,"371_14176_USR168",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006913,"371_14224_B121",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006908,"371_14675_SGD202",4,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006912,"371_14675_SGD202",21,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006909,"371_14675_SGD202",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006905,"371_14675_SGD203",5,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006909,"371_14675_SGD203",19,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006913,"371_15582_A203553",4,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006910,"371_1560_T23012",2,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006906,"371_16115_OO30",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006913,"371_16889_533472UH",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006913,"371_17468_PJRBD22",2,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006909,"371_17822_ACMCY22035",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006913,"371_17822_ACMCY22035",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006908,"371_18342_EMV221693",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006909,"371_18342_EMV221821",7,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006910,"371_18342_EMV221821",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006906,"371_18578_AYLJ2R24",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006912,"371_18672_14220531",2,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006910,"371_18757_N2212057",5,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006909,"371_18945_250622005",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006910,"371_19295_HT23220",5,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006912,"371_19368_38A22002",2,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006913,"371_2048_HC23047",2,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006910,"371_2978_FPZ032009AK",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006913,"371_3125_1903263",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006909,"371_314_02A21028",21,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006909,"371_3597_T21620",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006910,"371_3597_T21620",2,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006908,"371_391_E051122",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006906,"371_4168_53064MN1",2,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006912,"371_4303_GETN22004",3,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006908,"371_4328_E133",3,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006910,"371_4350_AT210776",5,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006912,"371_4626_EZ310",2,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006912,"371_5232_A104722",6,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006912,"371_7696_LAL026C",2,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006912,"371_7776_TMO2229A",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN301006908,"371_8616_ZPA0036",1,Nov-2024,K.CHIMANLAL  CO
2024-11-23,DN201006174,"400_437_V2300273",1,Nov-2024,SHAH MEDICAL STORE
2024-11-25,DN201006195,"322_11299_SIF1190A",1,Nov-2024,AHMEDABAD MEDICAL CORPORATION
2024-11-25,DN201006209,"370_23645_652811D7",3,Nov-2024,K B SHAH AND CO
2024-11-25,DN201006627,"404_11266_18220728",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006627,"404_11291_D222128",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_1207_WBABC008",3,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006619,"404_12153_BAEC0044",2,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006627,"404_12286_V2100996",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006619,"404_1243_JSCR2014",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006215,"404_12483_M230179",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006626,"404_12509_U202691",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006620,"404_12714_GTD2185A",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006620,"404_1277_A7AGV041",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006626,"404_1330_J303798",6,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006624,"404_13328_N2203089",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006620,"404_13518_2NE3J002",7,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006620,"404_13574_K2202360",2,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006624,"404_13902_N29FL22010",5,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006626,"404_1403_ALT220927",2,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006626,"404_14118_23S2GTB668",2,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_14135_OBK6J005",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_14140_CPU5K001",4,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006626,"404_15046_013F102",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_15095_CSW102006BH",2,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_15143_012I059",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006624,"404_15386_18220578",3,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006627,"404_15416_BC237",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006627,"404_15523_2LC1J010",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006619,"404_15831_GZAE17",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006626,"404_16091_22443836",2,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_16843_MT225190",10,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006620,"404_1717_C2WCL13",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_17366_N2203366",10,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006627,"404_17620_EMV221480",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_1786_V2101129",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_17982_D222173",2,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_18046_FIIE2303",2,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006624,"404_19740_U201572",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_19937_HIWQ22005",2,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006626,"404_2009_N22AE22008",3,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_2122_COC22004",4,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006626,"404_2318_KWC22047",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_2465_N2203457",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006626,"404_3508_T6764",3,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_3946_MT225346",2,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006627,"404_4102_2KX1J026",3,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006626,"404_4520_N22HB23032",2,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006621,"404_4925_ACA2102A",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006620,"404_4925_ACA2102A",3,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006626,"404_5764_AGNP22028",8,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_5764_AGNP22028",3,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006624,"404_586_KAG21003A",4,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_6262_FJZ0045",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006619,"404_6522_082L112",2,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_6627_2PC8J001",3,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006626,"404_6990_2JH4J010",2,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_6990_2JH4J010",3,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_7036_1NA0082",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_7071_K2202473N",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006627,"404_7534_J201515",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_7855_GKD0884A",6,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006620,"404_8231_PGD2027",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_8557_SPL221846",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006627,"404_9012_NNP052313",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006627,"404_9012_NNP052320",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006627,"404_9474_H52W001",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006619,"404_9474_H52W001",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_9733_M11CK22010",2,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006628,"404_9733_M11CK22011",3,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-25,DN201006214,"407_11231_WNJ0066",1,Nov-2024,SHRIJI PHARMA
2024-11-25,DN201006194,"407_13708_I403214",2,Nov-2024,SHRIJI PHARMA
2024-11-25,DN201006194,"407_1735_642813D7",1,Nov-2024,SHRIJI PHARMA
2024-11-25,DN201006194,"407_5660_ST241664",1,Nov-2024,SHRIJI PHARMA
2024-11-26,DN201006241,"345_17001_129DG01",5,Nov-2024,HARIKRUPA CHEMIST
2024-11-26,DN201006245,"371_11587_DC0804",1,Nov-2024,K.CHIMANLAL  CO
2024-11-26,DN201006247,"386_10295_MRK0553",1,Nov-2024,PARAS DISTRIBUTORS
2024-11-26,DN201006244,"404_5013_AFA1123",1,Nov-2024,SHRIJI DISTRIBUTORS
2024-11-26,DN201006240,"407_16417_LG122",1,Nov-2024,SHRIJI PHARMA
2024-11-26,DN201006223,"417_14353_HT24287",5,Nov-2024,VPD MEDI INDIA PRIVATE LIMITED
2024-11-26,DN201006239,"427_20062_DL786",50,Nov-2024,ADRET RETAIL PRIVATE LIMITED
2024-11-27,DN201006449,"322_13492_BA31427",1,Nov-2024,AHMEDABAD MEDICAL CORPORATION
2024-11-27,DN301006893,"322_13492_BA31429",1,Nov-2024,AHMEDABAD MEDICAL CORPORATION
2024-11-27,DN201006301,"396_12825_1903305",1,Nov-2024,S S HEALTHCARE
2024-11-27,DN201006535,"399_10770_GTD2593A",1,Nov-2024,SHAH KOTHARI BROS
2024-11-27,DN201006535,"399_11565_2208001785",1,Nov-2024,SHAH KOTHARI BROS
2024-11-27,DN201006536,"399_12796_BA23350",4,Nov-2024,SHAH KOTHARI BROS
2024-11-27,DN201006536,"399_13558_U301630",1,Nov-2024,SHAH KOTHARI BROS
2024-11-27,DN201006535,"399_14840_GT3279",3,Nov-2024,SHAH KOTHARI BROS
2024-11-27,DN201006536,"399_2555_N2103396",1,Nov-2024,SHAH KOTHARI BROS
2024-11-27,DN201006257,"399_3124_FH4943001",1,Nov-2024,SHAH KOTHARI BROS
2024-11-27,DN201006535,"399_3660_22441648",5,Nov-2024,SHAH KOTHARI BROS
2024-11-27,DN201006536,"399_557_28023868",7,Nov-2024,SHAH KOTHARI BROS
2024-11-27,DN201006536,"399_563_SA13437",1,Nov-2024,SHAH KOTHARI BROS
2024-11-27,DN201006536,"399_575_SPM221960",6,Nov-2024,SHAH KOTHARI BROS
2024-11-27,DN201006535,"399_6917_2BP5J009",2,Nov-2024,SHAH KOTHARI BROS
2024-11-27,DN201006536,"399_7568_LGR060C",1,Nov-2024,SHAH KOTHARI BROS
2024-11-27,DN201006296,"407_11231_WNJ0066",1,Nov-2024,SHRIJI PHARMA
2024-11-27,DN201006293,"424_8227_2LE9K008",2,Nov-2024,MONO PHARMACARE LIMITED
2024-11-28,DN201006322,"345_15895_023671",3,Nov-2024,HARIKRUPA CHEMIST
2024-11-28,DN201006325,"370_18559_034C120",3,Nov-2024,K B SHAH AND CO
2024-11-28,DN201006307,"370_20173_RRM2401",1,Nov-2024,K B SHAH AND CO
2024-11-28,DN201006306,"370_20173_RRM2402",1,Nov-2024,K B SHAH AND CO
2024-11-28,DN201006327,"370_4864_R1534008",2,Nov-2024,K B SHAH AND CO
2024-11-28,DN201006305,"371_16705_DT2514",1,Nov-2024,K.CHIMANLAL  CO
2024-11-28,DN201006305,"371_3814_LGM1215402",1,Nov-2024,K.CHIMANLAL  CO
2024-11-28,DN201006302,"386_463_2D39K003",1,Nov-2024,PARAS DISTRIBUTORS
2024-11-28,DN201006539,"399_10039_I302832",2,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006553,"399_10444_GKD2122A",1,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006559,"399_10493_22D217",1,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006559,"399_10554_JWCR3010",3,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006552,"399_10588_GKD1848A",2,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006552,"399_10617_JBV7J007",3,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006560,"399_10625_GTD2822A",1,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006553,"399_10676_2BF9J004",2,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006560,"399_10676_2BF9J004",1,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006552,"399_10774_GTD2163A",3,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006552,"399_10850_APQ21011",1,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006540,"399_109_JKAD22064",1,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006560,"399_11002_U301447",4,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006557,"399_11151_A204216",4,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006559,"399_11378_SID2950A",2,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006561,"399_11378_SID2950A",1,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006553,"399_11470_N2103032",2,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006560,"399_11535_GKE1305A",3,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006552,"399_11742_FHZ0867",1,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006560,"399_11744_FHZ0785",1,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006540,"399_11764_2DS1J007",1,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006556,"399_11777_CPU4K001",2,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006552,"399_11778_CPU5K001",2,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006553,"399_11788_CRICL0322",9,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006560,"399_11790_HRIDL0822",2,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006553,"399_11790_HRIDL0822",8,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006537,"399_11800_442101601",1,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006552,"399_1185_SID3124A",2,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006552,"399_11927_INP22BV17",1,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006540,"399_1207_WBABC014",2,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006561,"399_12151_GBAC0032",2,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006559,"399_12154_GBRC0170",5,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006559,"399_12320_SFX2130",1,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006552,"399_12641_GTD2407A",3,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006556,"399_12795_BA23349",13,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006556,"399_12796_BA23350",5,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006553,"399_12879_48017845",3,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006561,"399_1315_2329039O",24,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006555,"399_1321_2330098N",2,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006551,"399_13218_N2203352",2,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006540,"399_13223_KTM2206D",2,Nov-2024,SHAH KOTHARI BROS
2024-11-28,DN201006560,"399_13517_2F90J002",5,Nov-2024,SHAH KOTHARI BROS
