PN_Date,CN_Date,Pick_Note,Credit_Note,Key,Vendor,Original_PN_Qty,Original_CN_Qty,PN_Qty,CN_Qty,PN_Remaining,CN_Remaining,Remarks
2024-11-15,2024-11-16,PR201008737,DN201006118,404_4933_DPC240555,SHRIJI DISTRIBUTORS,1,1,1,1,0,0,Exact Match
,2024-09-13,,DN201005659,378_4934_GTD2013A,MAHESH MEDICAL STORES,0,3,0,3,0,3,CN Exceeds
2024-11-07,2024-11-15,PR201008583,DN201006651,370_16282_852200909,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-11-14,2024-11-15,PR201008674,DN201006602,370_16282_852200909,K B SHAH AND CO,2,2,2,2,0,0,Exact Match
2024-10-05,2024-10-05,PR201008123,DN201005663,407_18209_23102910,SHRIJI PHARMA,2,2,2,2,0,0,Exact Match
,2024-09-04,,DN201005156,370_19943_ASM24002,K B SHAH AND CO,0,1,0,1,0,1,CN Exceeds
2024-12-12,2024-12-16,PR201009126,DN301006845,407_3312_10230053,SHRIJI PHARMA,2,2,2,2,0,0,Exact Match
2024-11-16,2024-12-01,PR201008780,DN301006693,388_17433_TPC23011,PHARMA DISTRIBUTOR,1,1,1,1,0,0,Exact Match
,2024-09-10,,DN201005806,370_6964_SA22871,K B SHAH AND CO,0,8,0,8,0,8,CN Exceeds
2024-10-23,2024-11-08,PR201008412,DN201006547,370_2600_SN21961,K B SHAH AND CO,4,4,4,4,0,0,Exact Match
2024-12-27,,PR201009339,,375_1699_MTB006,MAHENDRA MEDICINES,1,0,1,0,1,0,PN Exceeds
2024-11-06,,PR201008555,,397_7345_3170C84201,SANJIVANI MEDICINES PRIVATE LIMITED,2,0,2,0,2,0,PN Exceeds
2024-11-14,,PR201008692,,397_7345_3170C84201,SANJIVANI MEDICINES PRIVATE LIMITED,1,0,1,0,1,0,PN Exceeds
2024-11-07,2024-11-15,PR201008583,DN201006651,370_14561_673I045,K B SHAH AND CO,2,2,2,2,0,0,Exact Match
2024-11-14,2024-11-15,PR201008672,DN201006609,370_14561_673I045,K B SHAH AND CO,5,5,5,5,0,0,Exact Match
2024-11-20,,PR201008853,,370_14561_673I045,K B SHAH AND CO,1,0,0,0,1,0,PN Exceeds
,2024-09-14,,DN201005739,380_9667_OTCS0025,MAYUR MEDICAL AGENCY PRIVATE LIMITED,0,1,0,1,0,1,CN Exceeds
,2024-09-17,,DN201005887,399_7237_SID2398A,SHAH KOTHARI BROS,0,2,0,2,0,2,CN Exceeds
2024-10-03,2024-10-19,PR201008030,DN201006271,399_12963_UA00247,SHAH KOTHARI BROS,2,2,2,2,0,0,Exact Match
2024-12-12,,PR201009105,,399_6548_PTIZ1101,SHAH KOTHARI BROS,1,0,1,0,1,0,PN Exceeds
,2024-09-16,,DN201005712,359_16928_KDJ2207A,D K PHARMA,0,2,0,2,0,2,CN Exceeds
,2024-09-16,,DN201005740,359_16928_KDJ2207A,D K PHARMA,0,4,0,4,0,4,CN Exceeds
,2024-09-10,,DN201005812,370_2422_23BR0025,K B SHAH AND CO,0,1,0,1,0,1,CN Exceeds
2024-12-17,,PR201009191,,386_7963_MT2303,PARAS DISTRIBUTORS,1,0,1,0,1,0,PN Exceeds
2024-10-23,,PR201008436,,404_6982_ZLGP100523,SHRIJI DISTRIBUTORS,2,0,2,0,2,0,PN Exceeds
2024-12-06,,PR201008983,,404_8915_FNH02302A,SHRIJI DISTRIBUTORS,5,0,5,0,5,0,PN Exceeds
2024-10-04,2024-11-08,PR201008100,DN201006038,370_6361_C82W015,K B SHAH AND CO,18,18,18,18,0,0,Exact Match
2024-12-12,,PR201009116,,400_2559_2JC6K005,SHAH MEDICAL STORE,7,0,7,0,7,0,PN Exceeds
2024-12-17,,PR201009202,,400_2559_2JC6K005,SHAH MEDICAL STORE,5,0,5,0,5,0,PN Exceeds
,2024-09-14,,DN201005853,370_9124_SID2776A,K B SHAH AND CO,0,2,0,2,0,2,CN Exceeds
,2024-09-19,,DN201005860,370_9124_SID2776A,K B SHAH AND CO,0,2,0,2,0,2,CN Exceeds
,2024-09-17,,DN201005474,424_19603_GCRM23003,MONO PHARMACARE LIMITED,0,2,0,2,0,2,CN Exceeds
2024-12-17,,PR201009197,,399_7255_K2200176,SHAH KOTHARI BROS,2,0,2,0,2,0,PN Exceeds
2024-10-10,,PR201008313,,407_20117_596T2244,SHRIJI PHARMA,3,0,3,0,3,0,PN Exceeds
2024-11-14,2024-11-20,PR201008711,DN201006618,404_8068_PLMT2123,SHRIJI DISTRIBUTORS,1,1,1,1,0,0,Exact Match
,2024-09-19,,DN201006096,404_17620_EMV221480,SHRIJI DISTRIBUTORS,0,4,0,4,0,4,CN Exceeds
,2024-11-25,,DN201006627,404_17620_EMV221480,SHRIJI DISTRIBUTORS,0,1,0,1,0,1,CN Exceeds
2024-10-01,2024-10-01,PR201007999,DN201005588,417_15982_BRVTA3010A,VPD MEDI INDIA PRIVATE LIMITED,2,2,2,2,0,0,Exact Match
2024-12-18,,PR201009252,,388_566_SA13439,PHARMA DISTRIBUTOR,1,0,1,0,1,0,PN Exceeds
2024-12-06,2024-12-07,PR201008987,DN201006484,424_6123_M3112,MONO PHARMACARE LIMITED,9,2,2,2,7,0,PN Exceeds
,2024-10-05,,DN201006199,399_5128_SA22413,SHAH KOTHARI BROS,0,1,0,1,0,1,CN Exceeds
,2024-09-11,,DN201005783,399_771_GTD2168A,SHAH KOTHARI BROS,0,2,0,2,0,2,CN Exceeds
,2024-09-14,,DN201006056,386_13597_TN013,PARAS DISTRIBUTORS,0,1,0,1,0,1,CN Exceeds
,2024-09-06,,DN201005183,378_19094_MT235593,MAHESH MEDICAL STORES,0,1,0,1,0,1,CN Exceeds
2024-10-04,2024-11-08,PR201008100,DN201006038,370_2501_26323010,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-10-06,2024-10-11,PR201008169,DN201006184,370_1524_A04362203,K B SHAH AND CO,3,3,3,3,0,0,Exact Match
,2025-01-06,,DN301006744,370_22530_23S2GTC074,K B SHAH AND CO,0,1,0,1,0,1,CN Exceeds
2024-12-17,,PR201009180,,370_10170_SID1365A,K B SHAH AND CO,1,0,1,0,1,0,PN Exceeds
,2024-09-26,,DN201005546,417_8892_23A047,VPD MEDI INDIA PRIVATE LIMITED,0,112,0,112,0,112,CN Exceeds
2024-11-04,2024-11-04,PR201008527,DN201006015,388_20404_VML24006MR,PHARMA DISTRIBUTOR,4,4,4,4,0,0,Exact Match
2024-12-12,,PR201009076,,371_4996_HT22011147,K.CHIMANLAL  CO,1,0,1,0,1,0,PN Exceeds
2024-12-12,,PR201009112,,399_9144_OHE6J010,SHAH KOTHARI BROS,1,0,1,0,1,0,PN Exceeds
2024-10-10,2024-10-12,PR201008295,DN201006224,399_2831_2173J020,SHAH KOTHARI BROS,4,4,4,4,0,0,Exact Match
,2024-09-01,,DN201005468,388_2400_SB21035,PHARMA DISTRIBUTOR,0,1,0,1,0,1,CN Exceeds
,2024-09-01,,DN201005462,388_2400_SB21035,PHARMA DISTRIBUTOR,0,1,0,1,0,1,CN Exceeds
,2024-09-14,,DN201006060,386_12337_63TSG246,PARAS DISTRIBUTORS,0,3,0,3,0,3,CN Exceeds
2024-12-12,,PR201009106,,399_8898_MPA230264,SHAH KOTHARI BROS,3,0,3,0,3,0,PN Exceeds
2024-12-17,,PR201009199,,399_8898_MPA230264,SHAH KOTHARI BROS,2,0,2,0,2,0,PN Exceeds
2024-12-06,2024-12-09,PR201008982,DN301006708,407_16590_KRPD3108,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
2024-11-14,2024-11-15,PR201008727,DN201006107,345_15717_TMC005,HARIKRUPA CHEMIST,2,2,2,2,0,0,Exact Match
,2024-09-16,,DN201005643,407_11160_2326302,SHRIJI PHARMA,0,3,0,3,0,3,CN Exceeds
2024-10-06,2024-10-11,PR201008172,DN201006295,370_3523_PSZ0214,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-12-12,,PR201009057,,369_10351_PNT22035,K S PHARMA,1,0,1,0,1,0,PN Exceeds
2024-11-14,2024-11-19,PR201008666,DN301006774,370_7157_SID3188A,K B SHAH AND CO,2,2,2,2,0,0,Exact Match
2024-12-18,,PR201009253,,388_6574_K330004,PHARMA DISTRIBUTOR,1,0,1,0,1,0,PN Exceeds
,2024-09-02,,DN201005114,375_14837_DX10054,MAHENDRA MEDICINES,0,1,0,1,0,1,CN Exceeds
2024-11-14,2024-11-15,PR201008726,DN201006106,358_11466_N2401821,B K DISTRIBUTORS,1,1,1,1,0,0,Exact Match
2024-10-06,2024-10-17,PR201008213,DN201006040,407_1160_2208001860,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
2024-11-07,2024-12-09,PR201008612,DN301006869,407_1160_2208001860,SHRIJI PHARMA,1,2,1,1,0,1,CN Exceeds
2024-10-10,2024-10-17,PR201008303,DN201006226,399_5958_GKD2017A,SHAH KOTHARI BROS,3,3,3,3,0,0,Exact Match
2024-10-06,2024-10-15,PR201008177,DN201006340,370_9481_D91W010,K B SHAH AND CO,4,4,4,4,0,0,Exact Match
2024-10-10,,PR201008289,,397_2863_RV152204,SANJIVANI MEDICINES PRIVATE LIMITED,5,0,5,0,5,0,PN Exceeds
2024-10-23,,PR201008428,,397_2863_RV152204,SANJIVANI MEDICINES PRIVATE LIMITED,2,0,2,0,2,0,PN Exceeds
2024-11-07,,PR201008599,,397_2863_RV152204,SANJIVANI MEDICINES PRIVATE LIMITED,1,0,1,0,1,0,PN Exceeds
2024-11-14,,PR201008692,,397_2863_RV152204,SANJIVANI MEDICINES PRIVATE LIMITED,1,0,1,0,1,0,PN Exceeds
,2024-09-11,,DN201005794,399_20453_ETHE2001,SHAH KOTHARI BROS,0,6,0,6,0,6,CN Exceeds
2024-12-12,,PR201009070,,370_7177_SN31391,K B SHAH AND CO,1,0,1,0,1,0,PN Exceeds
2024-12-12,,PR201009114,,399_5112_2395015F,SHAH KOTHARI BROS,2,0,2,0,2,0,PN Exceeds
2024-10-10,2024-10-17,PR201008300,DN201006228,399_6205_252201094,SHAH KOTHARI BROS,1,1,1,1,0,0,Exact Match
2024-10-23,2024-11-29,PR201008434,DN201006562,399_6205_252201094,SHAH KOTHARI BROS,1,1,1,1,0,0,Exact Match
2024-11-20,2024-11-28,PR201008866,DN201006557,399_19200_1NG003,SHAH KOTHARI BROS,2,2,2,2,0,0,Exact Match
2024-12-17,,PR201009198,,399_3302_I200037,SHAH KOTHARI BROS,1,0,1,0,1,0,PN Exceeds
,2024-09-14,,DN201005504,380_13562_DF2008,MAYUR MEDICAL AGENCY PRIVATE LIMITED,0,6,0,6,0,6,CN Exceeds
,2024-09-14,,DN201005750,380_13562_DF2008,MAYUR MEDICAL AGENCY PRIVATE LIMITED,0,6,0,6,0,6,CN Exceeds
,2024-09-10,,DN201005812,370_6802_D4IBV019,K B SHAH AND CO,0,1,0,1,0,1,CN Exceeds
,2024-09-16,,DN201005712,359_18621_WTN2007,D K PHARMA,0,3,0,3,0,3,CN Exceeds
,2024-12-06,,DN201006481,375_3785_MPK224319,MAHENDRA MEDICINES,0,3,0,3,0,3,CN Exceeds
,2024-12-06,,DN201006479,375_3785_MPK224319,MAHENDRA MEDICINES,0,2,0,2,0,2,CN Exceeds
2024-12-12,2024-12-20,PR201009123,DN301006870,407_4216_ENZP0211301,SHRIJI PHARMA,6,6,6,6,0,0,Exact Match
2024-12-12,,PR201009053,,359_10314_EZ142004R,D K PHARMA,1,0,1,0,1,0,PN Exceeds
2024-10-23,2024-10-23,PR201008400,DN201005841,407_7436_2428002O,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
,2024-09-14,,DN201006056,386_3672_DR2208,PARAS DISTRIBUTORS,0,1,0,1,0,1,CN Exceeds
2024-10-04,2024-11-08,PR201008100,DN201006038,370_5195_ID32303,K B SHAH AND CO,2,2,2,2,0,0,Exact Match
2024-10-10,2024-11-01,PR201008308,DN201006313,400_1307_BH382,SHAH MEDICAL STORE,3,2,2,2,1,0,PN Exceeds
2024-10-10,2024-10-17,PR201008318,DN201005798,424_253_50220172,MONO PHARMACARE LIMITED,3,3,3,3,0,0,Exact Match
2024-11-18,2024-11-19,PR201008817,DN201006132,370_2661_Y9ALW184,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-10-06,2024-11-20,PR201008182,DN201006371,378_4985_LC22L2021D,MAHESH MEDICAL STORES,3,3,3,3,0,0,Exact Match
,2024-09-19,,DN201006096,404_18623_2252GTC767,SHRIJI DISTRIBUTORS,0,2,0,2,0,2,CN Exceeds
,2024-09-20,,DN201006086,404_18623_2252GTC767,SHRIJI DISTRIBUTORS,0,2,0,2,0,2,CN Exceeds
,2024-09-20,,DN201006085,404_18623_2252GTC767,SHRIJI DISTRIBUTORS,0,2,0,2,0,2,CN Exceeds
,2024-09-20,,DN201006083,404_18623_2252GTC767,SHRIJI DISTRIBUTORS,0,1,0,1,0,1,CN Exceeds
2024-10-10,2024-10-17,PR201008313,DN201006027,407_6018_A220350,SHRIJI PHARMA,6,3,3,3,3,0,PN Exceeds
,2024-10-01,,DN201005949,400_2029_2NG017,SHAH MEDICAL STORE,0,4,0,4,0,4,CN Exceeds
2024-11-07,2024-11-15,PR201008587,DN201006638,370_9468_B12W058,K B SHAH AND CO,2,2,2,2,0,0,Exact Match
2024-11-14,2024-11-15,PR201008671,DN201006634,370_9468_B12W058,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-12-17,,PR201009196,,399_13674_2DD9J007,SHAH KOTHARI BROS,2,0,2,0,2,0,PN Exceeds
2024-12-17,,PR201009195,,399_6518_GINZ22006,SHAH KOTHARI BROS,1,0,1,0,1,0,PN Exceeds
2024-10-06,,PR201008213,,407_16762_FH2861025,SHRIJI PHARMA,2,0,2,0,2,0,PN Exceeds
2024-10-23,,PR201008425,,386_10497_P752218,PARAS DISTRIBUTORS,3,0,3,0,3,0,PN Exceeds
2024-11-14,2024-11-19,PR201008661,DN301006739,370_928_ASBS0036,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
,2024-10-01,,DN201005947,400_9140_2F43J015,SHAH MEDICAL STORE,0,4,0,4,0,4,CN Exceeds
2024-11-20,,PR201008866,,399_3084_NH500,SHAH KOTHARI BROS,1,0,1,0,1,0,PN Exceeds
2024-11-16,,PR201008797,,413_5050_T231168,UNITY AGENCY,1,0,1,0,1,0,PN Exceeds
2024-10-06,2024-10-09,PR201008204,DN201006190,399_10088_GG20077,SHAH KOTHARI BROS,1,1,1,1,0,0,Exact Match
2024-12-17,,PR201009195,,399_4716_SID1798A,SHAH KOTHARI BROS,1,0,1,0,1,0,PN Exceeds
2024-10-10,,PR201008297,,399_10900_J001839,SHAH KOTHARI BROS,1,0,1,0,1,0,PN Exceeds
2024-11-16,,PR201008763,,369_10562_L22GP002,K S PHARMA,1,0,1,0,1,0,PN Exceeds
2024-10-28,2024-10-29,PR201008488,DN201005955,407_5792_SEK0115,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
,2024-12-06,,DN201006479,375_17301_PPOE001120,MAHENDRA MEDICINES,0,1,0,1,0,1,CN Exceeds
2024-12-12,,PR201009126,,407_331_5230235,SHRIJI PHARMA,1,0,1,0,1,0,PN Exceeds
2024-11-20,,PR201008866,,399_2593_SGWL0110,SHAH KOTHARI BROS,3,0,3,0,3,0,PN Exceeds
2024-12-12,,PR201009120,,404_13902_N29FL23001,SHRIJI DISTRIBUTORS,1,0,1,0,1,0,PN Exceeds
2024-10-06,2024-11-20,PR201008187,DN201006577,386_13813_JKGM20005,PARAS DISTRIBUTORS,1,1,1,1,0,0,Exact Match
2024-12-12,,PR201009069,,370_16176_E2C2301,K B SHAH AND CO,1,0,1,0,1,0,PN Exceeds
2024-11-06,2024-11-08,PR201008544,DN201006396,370_8958_M22130034,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-12-12,,PR201009126,,407_9078_5755J2307F,SHRIJI PHARMA,1,0,1,0,1,0,PN Exceeds
,2024-09-13,,DN201005937,371_4174_52004MN1,K.CHIMANLAL  CO,0,2,0,2,0,2,CN Exceeds
,2024-09-11,,DN201005783,399_971_GK8978,SHAH KOTHARI BROS,0,1,0,1,0,1,CN Exceeds
2024-10-02,2024-10-02,PR201008013,DN201005603,407_12920_607CPAP4,SHRIJI PHARMA,2,2,2,2,0,0,Exact Match
2024-12-12,,PR201009053,,359_20688_ML230584,D K PHARMA,1,0,1,0,1,0,PN Exceeds
,2025-01-23,,DN301006926,371_2491_24281942,K.CHIMANLAL  CO,0,2,0,2,0,2,CN Exceeds
2024-10-03,2024-10-19,PR201008030,DN201006256,399_14281_N2400382,SHAH KOTHARI BROS,7,7,7,7,0,0,Exact Match
,2024-09-13,,DN201005665,378_16256_GGXT22002,MAHESH MEDICAL STORES,0,3,0,3,0,3,CN Exceeds
,2024-09-03,,DN201005123,401_1138_OO36,SHARDA MEDICAL AGENCY (E),0,3,0,3,0,3,CN Exceeds
2024-10-10,2024-12-09,PR201008316,DN301006783,413_2958_DWL101016AS,UNITY AGENCY,1,1,1,1,0,0,Exact Match
2024-12-28,,PR201009354,,407_20585_2DH08,SHRIJI PHARMA,1,0,1,0,1,0,PN Exceeds
2024-11-20,,PR201008860,,388_16767_VFT23010,PHARMA DISTRIBUTOR,3,0,3,0,3,0,PN Exceeds
2024-10-04,2024-11-09,PR201008099,DN201006074,370_12667_G2766,K B SHAH AND CO,2,2,2,2,0,0,Exact Match
,2025-01-17,,DN301006873,322_19687_BA33128,AHMEDABAD MEDICAL CORPORATION,0,1,0,1,0,1,CN Exceeds
,2024-09-16,,DN201005645,407_3628_E2J0546,SHRIJI PHARMA,0,6,0,6,0,6,CN Exceeds
,2024-09-16,,DN201005643,407_3628_E2J0546,SHRIJI PHARMA,0,3,0,3,0,3,CN Exceeds
2024-12-06,2024-12-24,PR201008979,DN301006779,357_4390_STJ0039,DHRUVI HEALTHCARE PVT LTD,1,1,1,1,0,0,Exact Match
2024-10-06,2024-10-11,PR201008175,DN201006219,370_8140_MPL224578,K B SHAH AND CO,3,3,3,3,0,0,Exact Match
2024-10-10,2024-11-08,PR201008261,DN201006406,370_2320_KCI22007,K B SHAH AND CO,2,2,2,2,0,0,Exact Match
2024-10-10,,PR201008273,,371_18986_HC23025,K.CHIMANLAL  CO,1,0,1,0,1,0,PN Exceeds
2024-11-20,2024-12-06,PR201008839,DN301006782,413_15137_013F112,UNITY AGENCY,1,1,1,1,0,0,Exact Match
,2024-09-17,,DN201005913,399_15339_N2202920,SHAH KOTHARI BROS,0,1,0,1,0,1,CN Exceeds
2024-12-18,,PR201009270,,400_5792_SSJ0008,SHAH MEDICAL STORE,2,0,2,0,2,0,PN Exceeds
2024-12-06,,PR201008980,,357_20586_BAMD0023,DHRUVI HEALTHCARE PVT LTD,1,0,1,0,1,0,PN Exceeds
,2024-09-01,,DN201005466,388_280_220910762,PHARMA DISTRIBUTOR,0,8,0,8,0,8,CN Exceeds
,2024-09-01,,DN201005468,388_280_220910762,PHARMA DISTRIBUTOR,0,4,0,4,0,4,CN Exceeds
2024-12-26,,PR201009320,,399_7245_M207617,SHAH KOTHARI BROS,1,0,1,0,1,0,PN Exceeds
,2024-09-19,,DN201005905,345_13915_23S2GCA390,HARIKRUPA CHEMIST,0,4,0,4,0,4,CN Exceeds
,2024-09-19,,DN201005907,345_13915_23S2GCA390,HARIKRUPA CHEMIST,0,15,0,15,0,15,CN Exceeds
2024-12-26,,PR201009318,,399_12755_GKD1911A,SHAH KOTHARI BROS,2,0,2,0,2,0,PN Exceeds
,2024-09-11,,DN201005794,399_2741_A104233,SHAH KOTHARI BROS,0,2,0,2,0,2,CN Exceeds
,2024-09-13,,DN201005834,399_2741_A104233,SHAH KOTHARI BROS,0,1,0,1,0,1,CN Exceeds
2024-10-06,2024-10-15,PR201008166,DN201006332,370_844_SID3440A,K B SHAH AND CO,2,2,2,2,0,0,Exact Match
2024-11-20,,PR201008848,,370_844_SID3440A,K B SHAH AND CO,1,0,0,0,1,0,PN Exceeds
,2025-01-06,,DN301006748,371_4328_E204,K.CHIMANLAL  CO,0,2,0,2,0,2,CN Exceeds
,2024-10-01,,DN201005980,388_6272_D443615A,PHARMA DISTRIBUTOR,0,2,0,2,0,2,CN Exceeds
,2024-10-01,,DN201005991,388_6272_D443615A,PHARMA DISTRIBUTOR,0,15,0,15,0,15,CN Exceeds
,2024-10-01,,DN201005995,388_6272_D443615A,PHARMA DISTRIBUTOR,0,2,0,2,0,2,CN Exceeds
2024-10-10,2024-10-17,PR201008312,DN201006068,407_6577_IO101122,SHRIJI PHARMA,8,18,8,8,0,10,CN Exceeds
2024-10-23,,PR201008437,,407_6577_IO101122,SHRIJI PHARMA,2,0,2,2,0,8,CN Exceeds
,2024-09-13,,DN201005938,371_2442_A220310,K.CHIMANLAL  CO,0,2,0,2,0,2,CN Exceeds
,2024-09-25,,DN201005677,413_16163_973D001,UNITY AGENCY,0,1,0,1,0,1,CN Exceeds
2024-12-06,2024-12-09,PR201008981,DN301006843,407_13973_TRC3006D,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
2024-10-06,2024-10-15,PR201008171,DN201006339,370_11271_GRLD23010,K B SHAH AND CO,2,2,2,2,0,0,Exact Match
2024-11-07,,PR201008581,,370_11271_GRLD23010,K B SHAH AND CO,2,0,0,0,2,0,PN Exceeds
2024-12-06,2024-12-07,PR201008987,DN201006484,424_4611_AEZP24002,MONO PHARMACARE LIMITED,2,2,2,2,0,0,Exact Match
2024-12-06,,PR201008991,,371_14906_KXB2302A,K.CHIMANLAL  CO,9,0,9,0,9,0,PN Exceeds
2024-10-06,2024-11-23,PR201008178,DN301006910,371_11794_KRE2209A,K.CHIMANLAL  CO,2,2,2,2,0,0,Exact Match
2024-10-06,2024-10-09,PR201008149,DN201006201,399_6271_D486059,SHAH KOTHARI BROS,2,2,2,2,0,0,Exact Match
2024-10-23,2024-11-29,PR201008434,DN201006562,399_6271_D486059,SHAH KOTHARI BROS,36,36,36,36,0,0,Exact Match
2024-12-26,,PR201009319,,399_6271_D486059,SHAH KOTHARI BROS,21,0,0,0,21,0,PN Exceeds
,2024-10-01,,DN201005987,388_14607_1220907,PHARMA DISTRIBUTOR,0,4,0,4,0,4,CN Exceeds
2024-11-16,2024-11-19,PR201008768,DN201006654,370_10801_DP17,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-12-26,,PR201009322,,370_5440_SIE0142A,K B SHAH AND CO,2,0,2,0,2,0,PN Exceeds
2024-10-29,2024-10-30,PR201008506,DN201005988,347_14451_AA24NI,ARHAM AGENCY,1,1,1,1,0,0,Exact Match
2024-12-26,,PR201009321,,370_7870_BA31329,K B SHAH AND CO,2,0,2,0,2,0,PN Exceeds
2024-10-21,2024-10-21,PR201008387,DN201005792,417_3402_DMSY0122,VPD MEDI INDIA PRIVATE LIMITED,1,1,1,1,0,0,Exact Match
2024-12-12,,PR201009101,,399_3739_MGV4K002,SHAH KOTHARI BROS,1,0,1,0,1,0,PN Exceeds
2024-12-18,,PR201009260,,399_3739_MGV4K002,SHAH KOTHARI BROS,1,0,1,0,1,0,PN Exceeds
2024-12-26,,PR201009318,,399_3739_MGV4K002,SHAH KOTHARI BROS,1,0,1,0,1,0,PN Exceeds
2024-11-06,,PR201008537,,345_16045_10C213,HARIKRUPA CHEMIST,4,0,4,0,4,0,PN Exceeds
2024-10-10,2024-10-11,PR201008265,DN201006331,370_11076_H6AIV136,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-12-17,,PR201009203,,400_1287_TLJ0152,SHAH MEDICAL STORE,3,0,3,0,3,0,PN Exceeds
2024-12-18,,PR201009271,,400_1287_TLJ0152,SHAH MEDICAL STORE,8,0,8,0,8,0,PN Exceeds
2024-12-27,,PR201009325,,400_1287_TLJ0152,SHAH MEDICAL STORE,2,0,2,0,2,0,PN Exceeds
,2024-11-01,,DN201006320,400_7048_2208001163,SHAH MEDICAL STORE,0,2,0,2,0,2,CN Exceeds
2024-10-10,,PR201008302,,399_10769_GKD2001A,SHAH KOTHARI BROS,5,0,5,0,5,0,PN Exceeds
,2024-09-02,,DN201005120,375_4507_2KC6J002,MAHENDRA MEDICINES,0,1,0,1,0,1,CN Exceeds
2024-12-04,2024-12-04,PR201008968,DN201006386,432_21902_BSHFD24148,VISAGE LINES PERSONAL CARE PRIVATE LIMITED,50,50,50,50,0,0,Exact Match
,2024-09-01,,DN201005276,400_262_UFT9J186,SHAH MEDICAL STORE,0,1,0,1,0,1,CN Exceeds
2024-11-20,2024-11-22,PR201008881,DN201006162,407_19952_AM224025,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
2024-11-20,2024-11-22,PR201008880,DN201006165,322_19919_GTF2880A,AHMEDABAD MEDICAL CORPORATION,1,1,1,1,0,0,Exact Match
2024-10-10,2024-10-17,PR201008311,DN201006065,407_16637_SA2143,SHRIJI PHARMA,3,3,3,3,0,0,Exact Match
2024-10-10,2024-11-01,PR201008307,DN201006314,400_9139_2F25J039,SHAH MEDICAL STORE,5,5,5,5,0,0,Exact Match
,2024-09-10,,DN201005577,370_10590_GKD1708A,K B SHAH AND CO,0,1,0,1,0,1,CN Exceeds
2024-11-20,,PR201008856,,378_17943_DC1002G,MAHESH MEDICAL STORES,2,0,2,0,2,0,PN Exceeds
2024-12-28,,PR201009346,,378_17943_DC1002G,MAHESH MEDICAL STORES,2,0,2,0,2,0,PN Exceeds
2024-12-04,2024-12-04,PR201008968,DN201006386,432_21897_B24024,VISAGE LINES PERSONAL CARE PRIVATE LIMITED,142,142,142,142,0,0,Exact Match
,2024-09-19,,DN201005540,356_5104_TLJ0076,ATUL MEDICAL AGENCY,0,3,0,3,0,3,CN Exceeds
2024-11-06,2024-12-01,PR201008552,DN301006682,388_5128_SA23456,PHARMA DISTRIBUTOR,1,1,1,1,0,0,Exact Match
2024-11-14,2024-12-01,PR201008685,DN301006687,388_5128_SA23456,PHARMA DISTRIBUTOR,3,3,3,3,0,0,Exact Match
2024-12-14,,PR201009159,,342_6090_EP0011,J.R.SHAH AND COMPANY,1,0,1,0,1,0,PN Exceeds
2024-11-15,2024-11-15,PR201008733,DN201006101,371_22064_EMV230434B,K.CHIMANLAL  CO,3,3,3,3,0,0,Exact Match
2024-11-30,2024-11-30,PR201008938,DN201006343,371_22064_EMV230434B,K.CHIMANLAL  CO,3,3,3,3,0,0,Exact Match
2024-12-09,2024-12-09,PR201009025,DN201006431,371_22064_EMV230434B,K.CHIMANLAL  CO,3,3,3,3,0,0,Exact Match
2024-12-06,2025-01-17,PR201008986,DN301006916,386_19756_CSB23004,PARAS DISTRIBUTORS,5,5,5,5,0,0,Exact Match
,2024-09-16,,DN201005643,407_14074_410942D7,SHRIJI PHARMA,0,3,0,3,0,3,CN Exceeds
2024-10-03,2024-10-04,PR201008024,DN201005621,399_5880_MET240529,SHAH KOTHARI BROS,1,1,1,1,0,0,Exact Match
2024-12-14,,PR201009158,,384_18541_HLV209,MODI  SHAH BROTHERS,4,0,4,0,4,0,PN Exceeds
2024-12-17,,PR201009210,,384_18541_HLV209,MODI  SHAH BROTHERS,2,0,2,0,2,0,PN Exceeds
2024-12-28,,PR201009356,,384_18541_HLV209,MODI  SHAH BROTHERS,2,0,2,0,2,0,PN Exceeds
2024-12-06,,PR201008991,,371_9345_ST22391,K.CHIMANLAL  CO,1,0,1,0,1,0,PN Exceeds
,2024-11-19,,DN201006525,399_13516_2NF6J002,SHAH KOTHARI BROS,0,2,0,2,0,2,CN Exceeds
,2025-01-07,,DN301006778,342_1741_BD08N24,J.R.SHAH AND COMPANY,0,60,0,60,0,60,CN Exceeds
2024-11-14,2024-11-19,PR201008707,DN201006529,399_5193_AF22091,SHAH KOTHARI BROS,4,4,4,4,0,0,Exact Match
